Wavelength,Real,Imaginary
3.148000000000E-06,1.466753000000E+00,1.348000000000E-01
3.199000000000E-06,1.461522000000E+00,9.243000000000E-02
3.251000000000E-06,1.449409000000E+00,6.106000000000E-02
3.304000000000E-06,1.432585000000E+00,3.688000000000E-02
3.350000000000E-06,1.417064000000E+00,2.611000000000E-02
3.396000000000E-06,1.404875000000E+00,1.949000000000E-02
3.451000000000E-06,1.393260000000E+00,1.321000000000E-02
3.499000000000E-06,1.384213000000E+00,9.393000000000E-03
3.548000000000E-06,1.376092000000E+00,6.789000000000E-03
3.597000000000E-06,1.368863000000E+00,5.150000000000E-03
3.648000000000E-06,1.362546000000E+00,4.234000000000E-03
3.698000000000E-06,1.356937000000E+00,3.596000000000E-03
3.750000000000E-06,1.351891000000E+00,3.402000000000E-03
3.802000000000E-06,1.347393000000E+00,3.402000000000E-03
3.846000000000E-06,1.343958000000E+00,3.530000000000E-03
3.899000000000E-06,1.340174000000E+00,3.800000000000E-03
3.954000000000E-06,1.336658000000E+00,4.157000000000E-03
3.999000000000E-06,1.333929000000E+00,4.600000000000E-03
4.046000000000E-06,1.331403000000E+00,5.067000000000E-03
4.102000000000E-06,1.328504000000E+00,5.621000000000E-03
4.150000000000E-06,1.326183000000E+00,6.220000000000E-03
4.198000000000E-06,1.323997000000E+00,6.883000000000E-03
4.246000000000E-06,1.321906000000E+00,7.600000000000E-03
4.295000000000E-06,1.319948000000E+00,8.449000000000E-03
4.345000000000E-06,1.318113000000E+00,9.307000000000E-03
4.395000000000E-06,1.316398000000E+00,1.030000000000E-02
4.446000000000E-06,1.314920000000E+00,1.140000000000E-02
4.498000000000E-06,1.313587000000E+00,1.238000000000E-02
4.550000000000E-06,1.312483000000E+00,1.361000000000E-02
4.603000000000E-06,1.311785000000E+00,1.472000000000E-02
4.645000000000E-06,1.311588000000E+00,1.548000000000E-02
4.699000000000E-06,1.311451000000E+00,1.570000000000E-02
4.753000000000E-06,1.311148000000E+00,1.552000000000E-02
4.797000000000E-06,1.310657000000E+00,1.499000000000E-02
4.853000000000E-06,1.309721000000E+00,1.441000000000E-02
4.898000000000E-06,1.308720000000E+00,1.370000000000E-02
4.955000000000E-06,1.307228000000E+00,1.312000000000E-02
5.000000000000E-06,1.305885000000E+00,1.241000000000E-02
5.047000000000E-06,1.304258000000E+00,1.180000000000E-02
5.105000000000E-06,1.301965000000E+00,1.111000000000E-02
5.152000000000E-06,1.299910000000E+00,1.061000000000E-02
5.200000000000E-06,1.297550000000E+00,1.011000000000E-02
5.248000000000E-06,1.294933000000E+00,9.904000000000E-03
5.297000000000E-06,1.292117000000E+00,9.790000000000E-03
5.346000000000E-06,1.289015000000E+00,9.881000000000E-03
5.395000000000E-06,1.285729000000E+00,1.030000000000E-02
5.445000000000E-06,1.282194000000E+00,1.078000000000E-02
5.495000000000E-06,1.278291000000E+00,1.158000000000E-02
5.546000000000E-06,1.273883000000E+00,1.258000000000E-02
5.598000000000E-06,1.268802000000E+00,1.418000000000E-02
5.649000000000E-06,1.262994000000E+00,1.659000000000E-02
5.702000000000E-06,1.256584000000E+00,2.031000000000E-02
5.754000000000E-06,1.248370000000E+00,2.482000000000E-02
5.794000000000E-06,1.242239000000E+00,3.295000000000E-02
5.848000000000E-06,1.234896000000E+00,4.323000000000E-02
5.902000000000E-06,1.229289000000E+00,6.220000000000E-02
5.957000000000E-06,1.231892000000E+00,8.646000000000E-02
5.998000000000E-06,1.242862000000E+00,1.069000000000E-01
6.053000000000E-06,1.268459000000E+00,1.250000000000E-01
6.095000000000E-06,1.295314000000E+00,1.309000000000E-01
6.152000000000E-06,1.330121000000E+00,1.172000000000E-01
6.194000000000E-06,1.341605000000E+00,8.786000000000E-02
6.252000000000E-06,1.339863000000E+00,6.947000000000E-02
6.295000000000E-06,1.335754000000E+00,5.699000000000E-02
6.353000000000E-06,1.329242000000E+00,4.952000000000E-02
6.397000000000E-06,1.325038000000E+00,4.485000000000E-02
6.457000000000E-06,1.320468000000E+00,4.176000000000E-02
6.501000000000E-06,1.317726000000E+00,3.925000000000E-02
6.546000000000E-06,1.314837000000E+00,3.731000000000E-02
6.607000000000E-06,1.311404000000E+00,3.563000000000E-02
6.653000000000E-06,1.309021000000E+00,3.450000000000E-02
6.699000000000E-06,1.306716000000E+00,3.371000000000E-02
6.745000000000E-06,1.304521000000E+00,3.310000000000E-02
6.808000000000E-06,1.301901000000E+00,3.272000000000E-02
6.855000000000E-06,1.300125000000E+00,3.242000000000E-02
6.902000000000E-06,1.298382000000E+00,3.220000000000E-02
6.950000000000E-06,1.296751000000E+00,3.212000000000E-02
6.998000000000E-06,1.295193000000E+00,3.197000000000E-02
7.047000000000E-06,1.293609000000E+00,3.190000000000E-02
7.096000000000E-06,1.292093000000E+00,3.197000000000E-02
7.145000000000E-06,1.290696000000E+00,3.205000000000E-02
7.194000000000E-06,1.289296000000E+00,3.205000000000E-02
7.244000000000E-06,1.287944000000E+00,3.220000000000E-02
7.295000000000E-06,1.286624000000E+00,3.220000000000E-02
7.345000000000E-06,1.285242000000E+00,3.227000000000E-02
7.396000000000E-06,1.283912000000E+00,3.242000000000E-02
7.447000000000E-06,1.282606000000E+00,3.249000000000E-02
7.499000000000E-06,1.281248000000E+00,3.257000000000E-02
7.551000000000E-06,1.279895000000E+00,3.272000000000E-02
7.603000000000E-06,1.278508000000E+00,3.279000000000E-02
7.656000000000E-06,1.277123000000E+00,3.302000000000E-02
7.691000000000E-06,1.276220000000E+00,3.310000000000E-02
7.745000000000E-06,1.274794000000E+00,3.325000000000E-02
7.798000000000E-06,1.273363000000E+00,3.348000000000E-02
7.852000000000E-06,1.271952000000E+00,3.371000000000E-02
7.907000000000E-06,1.270543000000E+00,3.395000000000E-02
7.943000000000E-06,1.269613000000E+00,3.410000000000E-02
7.998000000000E-06,1.268163000000E+00,3.426000000000E-02
8.054000000000E-06,1.266657000000E+00,3.450000000000E-02
8.091000000000E-06,1.265652000000E+00,3.466000000000E-02
8.147000000000E-06,1.264125000000E+00,3.490000000000E-02
8.204000000000E-06,1.262564000000E+00,3.514000000000E-02
8.241000000000E-06,1.261488000000E+00,3.530000000000E-02
8.299000000000E-06,1.259903000000E+00,3.563000000000E-02
8.356000000000E-06,1.258240000000E+00,3.579000000000E-02
8.395000000000E-06,1.257072000000E+00,3.604000000000E-02
8.453000000000E-06,1.255384000000E+00,3.637000000000E-02
8.492000000000E-06,1.254220000000E+00,3.654000000000E-02
8.551000000000E-06,1.252405000000E+00,3.688000000000E-02
8.590000000000E-06,1.251193000000E+00,3.714000000000E-02
8.650000000000E-06,1.249353000000E+00,3.748000000000E-02
8.710000000000E-06,1.247433000000E+00,3.783000000000E-02
8.750000000000E-06,1.246095000000E+00,3.809000000000E-02
8.790000000000E-06,1.244791000000E+00,3.844000000000E-02
8.851000000000E-06,1.242789000000E+00,3.880000000000E-02
8.892000000000E-06,1.241424000000E+00,3.916000000000E-02
8.954000000000E-06,1.239322000000E+00,3.952000000000E-02
8.995000000000E-06,1.237862000000E+00,3.988000000000E-02
9.057000000000E-06,1.235657000000E+00,4.035000000000E-02
9.099000000000E-06,1.234142000000E+00,4.072000000000E-02
9.141000000000E-06,1.232659000000E+00,4.110000000000E-02
9.204000000000E-06,1.230259000000E+00,4.148000000000E-02
9.247000000000E-06,1.228589000000E+00,4.196000000000E-02
9.290000000000E-06,1.226967000000E+00,4.234000000000E-02
9.354000000000E-06,1.224439000000E+00,4.293000000000E-02
9.397000000000E-06,1.222699000000E+00,4.333000000000E-02
9.441000000000E-06,1.220909000000E+00,4.373000000000E-02
9.506000000000E-06,1.218113000000E+00,4.434000000000E-02
9.550000000000E-06,1.216115000000E+00,4.475000000000E-02
9.594000000000E-06,1.214136000000E+00,4.537000000000E-02
9.661000000000E-06,1.211068000000E+00,4.600000000000E-02
9.705000000000E-06,1.208909000000E+00,4.664000000000E-02
9.750000000000E-06,1.206729000000E+00,4.718000000000E-02
9.795000000000E-06,1.204471000000E+00,4.784000000000E-02
9.840000000000E-06,1.202228000000E+00,4.851000000000E-02
9.908000000000E-06,1.198600000000E+00,4.929000000000E-02
9.954000000000E-06,1.195932000000E+00,4.998000000000E-02
1.000000000000E-05,1.193164000000E+00,5.079000000000E-02
1.005000000000E-05,1.190334000000E+00,5.174000000000E-02
1.009000000000E-05,1.187365000000E+00,5.270000000000E-02
1.014000000000E-05,1.183900000000E+00,5.380000000000E-02
1.021000000000E-05,1.180893000000E+00,5.805000000000E-02
1.026000000000E-05,1.178360000000E+00,5.634000000000E-02
1.030000000000E-05,1.174182000000E+00,5.845000000000E-02
1.035000000000E-05,1.170827000000E+00,5.995000000000E-02
1.040000000000E-05,1.167354000000E+00,6.191000000000E-02
1.045000000000E-05,1.163960000000E+00,6.394000000000E-02
1.050000000000E-05,1.160584000000E+00,6.619000000000E-02
1.054000000000E-05,1.157248000000E+00,6.852000000000E-02
1.059000000000E-05,1.153843000000E+00,7.092000000000E-02
1.064000000000E-05,1.150368000000E+00,7.359000000000E-02
1.069000000000E-05,1.146959000000E+00,7.652000000000E-02
1.074000000000E-05,1.143601000000E+00,7.958000000000E-02
1.079000000000E-05,1.140345000000E+00,8.294000000000E-02
1.084000000000E-05,1.137372000000E+00,8.646000000000E-02
1.089000000000E-05,1.134419000000E+00,8.970000000000E-02
1.094000000000E-05,1.131445000000E+00,9.328000000000E-02
1.099000000000E-05,1.128640000000E+00,9.678000000000E-02
1.104000000000E-05,1.125466000000E+00,9.995000000000E-02
1.109000000000E-05,1.122010000000E+00,1.039000000000E-01
1.114000000000E-05,1.118841000000E+00,1.083000000000E-01
1.119000000000E-05,1.116059000000E+00,1.129000000000E-01
1.125000000000E-05,1.113289000000E+00,1.172000000000E-01
1.130000000000E-05,1.110334000000E+00,1.218000000000E-01
1.135000000000E-05,1.107674000000E+00,1.270000000000E-01
1.140000000000E-05,1.105361000000E+00,1.321000000000E-01
1.146000000000E-05,1.103057000000E+00,1.370000000000E-01
1.151000000000E-05,1.100705000000E+00,1.422000000000E-01
1.156000000000E-05,1.097503000000E+00,1.472000000000E-01
1.159000000000E-05,1.096584000000E+00,1.520000000000E-01
1.164000000000E-05,1.096068000000E+00,1.570000000000E-01
1.169000000000E-05,1.094339000000E+00,1.621000000000E-01
1.175000000000E-05,1.092339000000E+00,1.678000000000E-01
1.180000000000E-05,1.090622000000E+00,1.741000000000E-01
1.186000000000E-05,1.089062000000E+00,1.802000000000E-01
1.191000000000E-05,1.086474000000E+00,1.865000000000E-01
1.194000000000E-05,1.086163000000E+00,1.927000000000E-01
1.199000000000E-05,1.087480000000E+00,1.990000000000E-01
1.205000000000E-05,1.087926000000E+00,2.055000000000E-01
1.211000000000E-05,1.087993000000E+00,2.112000000000E-01
1.216000000000E-05,1.086723000000E+00,2.177000000000E-01
1.219000000000E-05,1.087212000000E+00,2.238000000000E-01
1.225000000000E-05,1.089721000000E+00,2.295000000000E-01
1.230000000000E-05,1.090913000000E+00,2.359000000000E-01
1.236000000000E-05,1.091270000000E+00,2.420000000000E-01
1.239000000000E-05,1.092375000000E+00,2.476000000000E-01
1.245000000000E-05,1.095643000000E+00,2.528000000000E-01
1.250000000000E-05,1.098011000000E+00,2.593000000000E-01
1.256000000000E-05,1.099603000000E+00,2.641000000000E-01
1.259000000000E-05,1.100816000000E+00,2.690000000000E-01
1.265000000000E-05,1.104624000000E+00,2.740000000000E-01
1.271000000000E-05,1.107403000000E+00,2.791000000000E-01
1.276000000000E-05,1.108999000000E+00,2.837000000000E-01
1.279000000000E-05,1.110319000000E+00,2.883000000000E-01
1.285000000000E-05,1.114243000000E+00,2.929000000000E-01
1.291000000000E-05,1.116753000000E+00,2.977000000000E-01
1.294000000000E-05,1.118262000000E+00,3.012000000000E-01
1.300000000000E-05,1.122067000000E+00,3.060000000000E-01
1.306000000000E-05,1.124841000000E+00,3.103000000000E-01
1.309000000000E-05,1.126485000000E+00,3.139000000000E-01
1.315000000000E-05,1.130583000000E+00,3.183000000000E-01
1.321000000000E-05,1.133825000000E+00,3.227000000000E-01
1.324000000000E-05,1.135773000000E+00,3.257000000000E-01
1.330000000000E-05,1.139515000000E+00,3.295000000000E-01
1.334000000000E-05,1.141428000000E+00,3.325000000000E-01
1.340000000000E-05,1.145850000000E+00,3.363000000000E-01
1.346000000000E-05,1.149628000000E+00,3.402000000000E-01
1.349000000000E-05,1.151643000000E+00,3.426000000000E-01
1.355000000000E-05,1.156338000000E+00,3.466000000000E-01
1.361000000000E-05,1.160150000000E+00,3.490000000000E-01
1.365000000000E-05,1.161869000000E+00,3.514000000000E-01
1.371000000000E-05,1.165763000000E+00,3.546000000000E-01
1.374000000000E-05,1.167947000000E+00,3.571000000000E-01
1.380000000000E-05,1.172049000000E+00,3.596000000000E-01
1.384000000000E-05,1.174089000000E+00,3.621000000000E-01
1.390000000000E-05,1.178513000000E+00,3.646000000000E-01
1.396000000000E-05,1.182458000000E+00,3.680000000000E-01
1.400000000000E-05,1.184740000000E+00,3.696000000000E-01
1.406000000000E-05,1.189086000000E+00,3.722000000000E-01
1.409000000000E-05,1.191399000000E+00,3.739000000000E-01
1.416000000000E-05,1.195603000000E+00,3.757000000000E-01
1.419000000000E-05,1.197623000000E+00,3.774000000000E-01
1.426000000000E-05,1.201594000000E+00,3.791000000000E-01
1.429000000000E-05,1.203552000000E+00,3.809000000000E-01
1.435000000000E-05,1.207465000000E+00,3.826000000000E-01
1.439000000000E-05,1.209428000000E+00,3.844000000000E-01
1.445000000000E-05,1.213645000000E+00,3.862000000000E-01
1.449000000000E-05,1.215328000000E+00,3.871000000000E-01
1.455000000000E-05,1.218762000000E+00,3.898000000000E-01
1.459000000000E-05,1.220973000000E+00,3.916000000000E-01
1.466000000000E-05,1.225566000000E+00,3.934000000000E-01
1.469000000000E-05,1.227627000000E+00,3.943000000000E-01
1.476000000000E-05,1.231631000000E+00,3.961000000000E-01
1.479000000000E-05,1.233597000000E+00,3.970000000000E-01
1.486000000000E-05,1.237500000000E+00,3.988000000000E-01
1.489000000000E-05,1.239445000000E+00,3.998000000000E-01
1.496000000000E-05,1.243348000000E+00,4.016000000000E-01
1.500000000000E-05,1.245318000000E+00,4.025000000000E-01
1.507000000000E-05,1.249380000000E+00,4.044000000000E-01
1.510000000000E-05,1.251704000000E+00,4.053000000000E-01
1.514000000000E-05,1.253631000000E+00,4.053000000000E-01
1.521000000000E-05,1.256977000000E+00,4.072000000000E-01
1.524000000000E-05,1.258880000000E+00,4.081000000000E-01
1.531000000000E-05,1.263173000000E+00,4.100000000000E-01
1.535000000000E-05,1.265082000000E+00,4.100000000000E-01
1.542000000000E-05,1.268440000000E+00,4.119000000000E-01
1.545000000000E-05,1.270391000000E+00,4.128000000000E-01
1.549000000000E-05,1.272559000000E+00,4.138000000000E-01
1.556000000000E-05,1.276473000000E+00,4.148000000000E-01
1.560000000000E-05,1.278233000000E+00,4.157000000000E-01
1.567000000000E-05,1.282639000000E+00,4.176000000000E-01
1.570000000000E-05,1.284709000000E+00,4.176000000000E-01
1.574000000000E-05,1.286576000000E+00,4.186000000000E-01
1.581000000000E-05,1.290576000000E+00,4.196000000000E-01
1.585000000000E-05,1.292723000000E+00,4.205000000000E-01
1.589000000000E-05,1.294706000000E+00,4.205000000000E-01
1.596000000000E-05,1.298872000000E+00,4.225000000000E-01
1.600000000000E-05,1.301310000000E+00,4.225000000000E-01
1.603000000000E-05,1.303145000000E+00,4.225000000000E-01
1.611000000000E-05,1.306556000000E+00,4.234000000000E-01
1.614000000000E-05,1.308540000000E+00,4.244000000000E-01
1.622000000000E-05,1.313112000000E+00,4.254000000000E-01
1.626000000000E-05,1.315327000000E+00,4.254000000000E-01
1.629000000000E-05,1.317122000000E+00,4.254000000000E-01
1.637000000000E-05,1.320901000000E+00,4.264000000000E-01
1.641000000000E-05,1.322675000000E+00,4.264000000000E-01
1.644000000000E-05,1.324631000000E+00,4.274000000000E-01
1.648000000000E-05,1.326773000000E+00,4.274000000000E-01
1.656000000000E-05,1.330870000000E+00,4.283000000000E-01
1.660000000000E-05,1.333056000000E+00,4.283000000000E-01
1.663000000000E-05,1.334869000000E+00,4.283000000000E-01
1.671000000000E-05,1.338869000000E+00,4.293000000000E-01
1.675000000000E-05,1.341074000000E+00,4.293000000000E-01
1.679000000000E-05,1.342949000000E+00,4.293000000000E-01
1.687000000000E-05,1.347481000000E+00,4.303000000000E-01
1.690000000000E-05,1.349696000000E+00,4.293000000000E-01
1.694000000000E-05,1.351233000000E+00,4.293000000000E-01
1.698000000000E-05,1.352834000000E+00,4.293000000000E-01
1.706000000000E-05,1.356772000000E+00,4.303000000000E-01
1.710000000000E-05,1.359301000000E+00,4.303000000000E-01
1.714000000000E-05,1.361083000000E+00,4.293000000000E-01
1.722000000000E-05,1.364655000000E+00,4.303000000000E-01
1.726000000000E-05,1.367219000000E+00,4.303000000000E-01
1.730000000000E-05,1.369211000000E+00,4.293000000000E-01
1.734000000000E-05,1.370751000000E+00,4.293000000000E-01
1.742000000000E-05,1.374519000000E+00,4.293000000000E-01
1.746000000000E-05,1.376758000000E+00,4.293000000000E-01
1.750000000000E-05,1.378598000000E+00,4.283000000000E-01
1.754000000000E-05,1.380029000000E+00,4.283000000000E-01
1.762000000000E-05,1.383660000000E+00,4.283000000000E-01
1.766000000000E-05,1.385875000000E+00,4.283000000000E-01
1.770000000000E-05,1.387734000000E+00,4.274000000000E-01
1.774000000000E-05,1.389417000000E+00,4.274000000000E-01
1.778000000000E-05,1.390838000000E+00,4.264000000000E-01
1.786000000000E-05,1.394313000000E+00,4.274000000000E-01
1.791000000000E-05,1.396377000000E+00,4.264000000000E-01
1.795000000000E-05,1.398169000000E+00,4.264000000000E-01
1.799000000000E-05,1.399826000000E+00,4.254000000000E-01
1.803000000000E-05,1.401123000000E+00,4.254000000000E-01
1.811000000000E-05,1.404604000000E+00,4.254000000000E-01
1.816000000000E-05,1.406786000000E+00,4.254000000000E-01
1.820000000000E-05,1.408657000000E+00,4.244000000000E-01
1.824000000000E-05,1.410419000000E+00,4.244000000000E-01
1.828000000000E-05,1.412092000000E+00,4.234000000000E-01
1.837000000000E-05,1.415276000000E+00,4.234000000000E-01
1.841000000000E-05,1.417548000000E+00,4.234000000000E-01
1.845000000000E-05,1.419809000000E+00,4.225000000000E-01
1.849000000000E-05,1.421557000000E+00,4.215000000000E-01
1.854000000000E-05,1.422820000000E+00,4.205000000000E-01
1.862000000000E-05,1.426178000000E+00,4.205000000000E-01
1.866000000000E-05,1.428308000000E+00,4.196000000000E-01
1.871000000000E-05,1.429982000000E+00,4.186000000000E-01
1.875000000000E-05,1.431240000000E+00,4.176000000000E-01
1.879000000000E-05,1.432797000000E+00,4.176000000000E-01
1.884000000000E-05,1.434643000000E+00,4.167000000000E-01
1.888000000000E-05,1.435881000000E+00,4.157000000000E-01
1.897000000000E-05,1.439563000000E+00,4.157000000000E-01
1.901000000000E-05,1.441618000000E+00,4.138000000000E-01
1.905000000000E-05,1.442846000000E+00,4.128000000000E-01
1.910000000000E-05,1.444197000000E+00,4.119000000000E-01
1.914000000000E-05,1.445486000000E+00,4.110000000000E-01
1.919000000000E-05,1.446666000000E+00,4.100000000000E-01
1.923000000000E-05,1.447502000000E+00,4.091000000000E-01
1.932000000000E-05,1.450255000000E+00,4.091000000000E-01
1.936000000000E-05,1.452188000000E+00,4.081000000000E-01
1.941000000000E-05,1.453825000000E+00,4.072000000000E-01
1.945000000000E-05,1.455604000000E+00,4.062000000000E-01
1.950000000000E-05,1.456898000000E+00,4.044000000000E-01
1.954000000000E-05,1.457713000000E+00,4.035000000000E-01
1.959000000000E-05,1.458719000000E+00,4.025000000000E-01
1.963000000000E-05,1.459690000000E+00,4.016000000000E-01
1.968000000000E-05,1.460391000000E+00,4.007000000000E-01
1.977000000000E-05,1.463349000000E+00,4.007000000000E-01
1.982000000000E-05,1.465400000000E+00,3.988000000000E-01
1.986000000000E-05,1.466543000000E+00,3.970000000000E-01
1.991000000000E-05,1.467000000000E+00,3.952000000000E-01
1.995000000000E-05,1.467249000000E+00,3.943000000000E-01
2.000000000000E-05,1.467642000000E+00,3.934000000000E-01
2.099000000000E-05,1.483693000000E+00,3.818000000000E-01
2.198000000000E-05,1.499422000000E+00,3.722000000000E-01
2.301000000000E-05,1.516402000000E+00,3.629000000000E-01
2.399000000000E-05,1.529309000000E+00,3.482000000000E-01
2.500000000000E-05,1.537967000000E+00,3.356000000000E-01
2.600000000000E-05,1.544080000000E+00,3.227000000000E-01
2.698000000000E-05,1.546670000000E+00,3.103000000000E-01
2.799000000000E-05,1.546272000000E+00,2.991000000000E-01
2.897000000000E-05,1.542658000000E+00,2.889000000000E-01
2.999000000000E-05,1.535500000000E+00,2.817000000000E-01
3.097000000000E-05,1.527225000000E+00,2.791000000000E-01
3.199000000000E-05,1.519076000000E+00,2.798000000000E-01
3.304000000000E-05,1.511879000000E+00,2.830000000000E-01
3.396000000000E-05,1.505906000000E+00,2.863000000000E-01
3.499000000000E-05,1.498932000000E+00,2.916000000000E-01
3.597000000000E-05,1.492960000000E+00,2.991000000000E-01
3.698000000000E-05,1.486740000000E+00,3.068000000000E-01
3.802000000000E-05,1.481006000000E+00,3.190000000000E-01
3.899000000000E-05,1.478232000000E+00,3.317000000000E-01
3.999000000000E-05,1.476571000000E+00,3.442000000000E-01
4.102000000000E-05,1.475642000000E+00,3.587000000000E-01
4.198000000000E-05,1.477194000000E+00,3.739000000000E-01
4.295000000000E-05,1.480747000000E+00,3.880000000000E-01
4.395000000000E-05,1.485266000000E+00,4.025000000000E-01
4.498000000000E-05,1.491543000000E+00,4.176000000000E-01
4.603000000000E-05,1.499424000000E+00,4.323000000000E-01
4.699000000000E-05,1.508821000000E+00,4.465000000000E-01
4.797000000000E-05,1.520272000000E+00,4.579000000000E-01
4.898000000000E-05,1.531473000000E+00,4.675000000000E-01
5.000000000000E-05,1.542270000000E+00,4.773000000000E-01
5.200000000000E-05,1.567492000000E+00,4.975000000000E-01
5.395000000000E-05,1.594131000000E+00,5.079000000000E-01
5.598000000000E-05,1.619157000000E+00,5.162000000000E-01
5.794000000000E-05,1.643739000000E+00,5.233000000000E-01
5.998000000000E-05,1.669053000000E+00,5.258000000000E-01
6.194000000000E-05,1.690223000000E+00,5.246000000000E-01
6.397000000000E-05,1.709762000000E+00,5.246000000000E-01
6.607000000000E-05,1.729441000000E+00,5.233000000000E-01
6.808000000000E-05,1.747333000000E+00,5.209000000000E-01
6.998000000000E-05,1.762824000000E+00,5.174000000000E-01
7.194000000000E-05,1.777162000000E+00,5.138000000000E-01
7.396000000000E-05,1.790800000000E+00,5.103000000000E-01
7.603000000000E-05,1.805539000000E+00,5.079000000000E-01
7.798000000000E-05,1.819110000000E+00,5.021000000000E-01
7.998000000000E-05,1.830882000000E+00,4.964000000000E-01
8.204000000000E-05,1.842330000000E+00,4.907000000000E-01
8.395000000000E-05,1.851943000000E+00,4.839000000000E-01
8.590000000000E-05,1.859854000000E+00,4.773000000000E-01
8.790000000000E-05,1.867327000000E+00,4.718000000000E-01
8.995000000000E-05,1.874242000000E+00,4.654000000000E-01
9.204000000000E-05,1.880545000000E+00,4.600000000000E-01
9.397000000000E-05,1.886330000000E+00,4.548000000000E-01
9.594000000000E-05,1.891384000000E+00,4.485000000000E-01
9.795000000000E-05,1.895435000000E+00,4.434000000000E-01
1.000000000000E-04,1.899131000000E+00,4.383000000000E-01
1.099000000000E-04,1.907505000000E+00,4.176000000000E-01
1.199000000000E-04,1.911671000000E+00,4.167000000000E-01
1.300000000000E-04,1.919973000000E+00,4.186000000000E-01
1.400000000000E-04,1.927412000000E+00,4.205000000000E-01
1.500000000000E-04,1.934154000000E+00,4.264000000000E-01
1.600000000000E-04,1.941655000000E+00,4.333000000000E-01
1.698000000000E-04,1.948419000000E+00,4.403000000000E-01
1.799000000000E-04,1.955736000000E+00,4.506000000000E-01
1.901000000000E-04,1.965156000000E+00,4.611000000000E-01
2.000000000000E-04,1.974559000000E+00,4.697000000000E-01
2.099000000000E-04,1.983438000000E+00,4.784000000000E-01
2.198000000000E-04,1.992287000000E+00,4.873000000000E-01
2.301000000000E-04,2.001418000000E+00,4.964000000000E-01
2.399000000000E-04,2.010446000000E+00,5.056000000000E-01
2.500000000000E-04,2.020318000000E+00,5.138000000000E-01
2.600000000000E-04,2.029224000000E+00,5.209000000000E-01
2.698000000000E-04,2.037243000000E+00,5.282000000000E-01
2.799000000000E-04,2.045135000000E+00,5.355000000000E-01
2.897000000000E-04,2.052476000000E+00,5.430000000000E-01
2.999000000000E-04,2.059773000000E+00,5.505000000000E-01
3.199000000000E-04,2.073976000000E+00,5.660000000000E-01
3.396000000000E-04,2.086956000000E+00,5.805000000000E-01
3.597000000000E-04,2.099543000000E+00,5.967000000000E-01
3.802000000000E-04,2.112811000000E+00,6.135000000000E-01
3.999000000000E-04,2.125742000000E+00,6.292000000000E-01
4.198000000000E-04,2.139507000000E+00,6.453000000000E-01
4.395000000000E-04,2.153213000000E+00,6.589000000000E-01
4.603000000000E-04,2.166254000000E+00,6.727000000000E-01
4.797000000000E-04,2.177335000000E+00,6.852000000000E-01
5.000000000000E-04,2.188736000000E+00,6.995000000000E-01
5.200000000000E-04,2.200349000000E+00,7.125000000000E-01
5.395000000000E-04,2.210869000000E+00,7.241000000000E-01
5.598000000000E-04,2.220374000000E+00,7.359000000000E-01
5.794000000000E-04,2.228339000000E+00,7.478000000000E-01
5.998000000000E-04,2.236685000000E+00,7.617000000000E-01
6.501000000000E-04,2.254575000000E+00,7.921000000000E-01
6.998000000000E-04,2.270109000000E+00,8.314000000000E-01
7.499000000000E-04,2.290196000000E+00,8.725000000000E-01
7.998000000000E-04,2.312599000000E+00,9.116000000000E-01
8.492000000000E-04,2.337241000000E+00,9.501000000000E-01
8.995000000000E-04,2.363856000000E+00,9.835000000000E-01
9.506000000000E-04,2.385313000000E+00,1.011000000000E+00
1.000000000000E-03,2.399111000000E+00,1.042000000000E+00
1.100000000000E-03,2.436760000000E+00,1.120000000000E+00
1.200000000000E-03,2.481153000000E+00,1.191000000000E+00
1.300000000000E-03,2.527536000000E+00,1.261000000000E+00
1.400000000000E-03,2.577344000000E+00,1.330000000000E+00
1.500000000000E-03,2.629097000000E+00,1.393000000000E+00
1.600000000000E-03,2.679108000000E+00,1.452000000000E+00
1.700000000000E-03,2.729264000000E+00,1.511000000000E+00
1.800000000000E-03,2.781861000000E+00,1.567000000000E+00
1.900000000000E-03,2.831974000000E+00,1.617000000000E+00
2.000000000000E-03,2.881863000000E+00,1.670000000000E+00
2.100000000000E-03,2.933900000000E+00,1.718000000000E+00
2.200000000000E-03,2.983258000000E+00,1.763000000000E+00
2.300000000000E-03,3.032401000000E+00,1.809000000000E+00
2.400000000000E-03,3.084049000000E+00,1.853000000000E+00
2.500000000000E-03,3.133464000000E+00,1.891000000000E+00
2.600000000000E-03,3.179887000000E+00,1.931000000000E+00
2.700000000000E-03,3.228984000000E+00,1.973000000000E+00
2.800000000000E-03,3.279470000000E+00,2.009000000000E+00
2.900000000000E-03,3.326631000000E+00,2.043000000000E+00
3.000000000000E-03,3.374610000000E+00,2.079000000000E+00
3.100000000000E-03,3.422465000000E+00,2.110000000000E+00
3.200000000000E-03,3.468221000000E+00,2.142000000000E+00
3.300000000000E-03,3.516889000000E+00,2.174000000000E+00
3.400000000000E-03,3.563346000000E+00,2.199000000000E+00
3.500000000000E-03,3.607096000000E+00,2.228000000000E+00
3.600000000000E-03,3.650102000000E+00,2.255000000000E+00
3.700000000000E-03,3.695213000000E+00,2.286000000000E+00
3.800000000000E-03,3.741930000000E+00,2.310000000000E+00
3.900000000000E-03,3.785136000000E+00,2.333000000000E+00
4.000000000000E-03,3.829496000000E+00,2.360000000000E+00
